word,frequency,song_count,song_percentage
从头,22,8,0.2277255906632508
拿走,27,5,0.14232849416453175
多长,21,8,0.2277255906632508
陈建骐,27,22,0.6262453743239397
今晚,28,18,0.5123825789923143
吻别,20,8,0.2277255906632508
华晨,58,18,0.5123825789923143
随着,40,29,0.825505266154284
一无所有,42,9,0.25619128949615716
草东,59,21,0.5977796754910333
派对,64,24,0.6831767719897524
祝福,46,25,0.7116424708226587
刹那,24,9,0.25619128949615716
无助,35,19,0.5408482778252206
并非,22,13,0.3700540848277825
等于,21,10,0.2846569883290635
佳运,70,18,0.5123825789923143
掠过,21,11,0.31312268716196984
哪儿,42,7,0.19925989183034445
陈志远,25,15,0.4269854824935952
哪会,23,9,0.25619128949615716
再度,23,14,0.3985197836606889
走遍,20,11,0.31312268716196984
把握,25,16,0.4554511813265016
也好,22,12,0.3415883859948762
薛忠铭,21,14,0.3985197836606889
无力,33,21,0.5977796754910333
火花,24,13,0.3700540848277825
像头,24,4,0.1138627953316254
饿狼,20,2,0.0569313976658127
假使,31,7,0.19925989183034445
一千个,26,3,0.08539709649871904
迎着,26,13,0.3700540848277825
没有勇气,26,15,0.4269854824935952
漫步,23,11,0.31312268716196984
苏朵,23,10,0.2846569883290635
哈萨,27,4,0.1138627953316254
雅琪,27,4,0.1138627953316254
忍住,29,17,0.48391688015940787
想像,24,13,0.3700540848277825
心太乱,24,2,0.0569313976658127
迷路,35,13,0.3700540848277825
李宗盛,52,27,0.7685738684884714
相依,32,14,0.3985197836606889
多一点,21,8,0.2277255906632508
吴易纬,20,16,0.4554511813265016
于京延,31,10,0.2846569883290635
杨大纬,24,10,0.2846569883290635
飞腾,26,11,0.31312268716196984
失联,20,5,0.14232849416453175
陈君豪,33,10,0.2846569883290635
黄冠豪,20,6,0.1707941929974381
先生,68,22,0.6262453743239397
鹿港,28,2,0.0569313976658127
笑声,28,15,0.4269854824935952
沉重,27,20,0.569313976658127
装作,29,16,0.4554511813265016
常石磊,32,9,0.25619128949615716
伟伦,27,12,0.3415883859948762
王晨雨,20,14,0.3985197836606889
哗啦,28,1,0.02846569883290635
闭上眼,23,13,0.3700540848277825
童年,24,13,0.3700540848277825
花园,21,12,0.3415883859948762
颂德,43,16,0.4554511813265016
赤裸裸,38,7,0.19925989183034445
泪眼,26,10,0.2846569883290635
总裁,30,17,0.48391688015940787
泡沫,49,12,0.3415883859948762
一层,24,4,0.1138627953316254
王琳凯,51,18,0.5123825789923143
王贝贝,23,11,0.31312268716196984
小鬼,28,7,0.19925989183034445
玉盘,34,1,0.02846569883290635
田野,20,11,0.31312268716196984
椎名,20,10,0.2846569883290635
林檎,20,10,0.2846569883290635
电台,21,10,0.2846569883290635
爱个,21,3,0.08539709649871904
亚东,30,20,0.569313976658127
饺子,20,1,0.02846569883290635
毕业,20,5,0.14232849416453175
忘情,27,3,0.08539709649871904
百纳,20,18,0.5123825789923143
黄家驹,36,23,0.6547110731568461
海龟,28,17,0.48391688015940787
中意,30,2,0.0569313976658127
等等,37,5,0.14232849416453175
黑豹,25,12,0.3415883859948762
如火,27,2,0.0569313976658127
点儿,32,2,0.0569313976658127
雪地,26,3,0.08539709649871904
莫西,59,14,0.3985197836606889
子诗,59,14,0.3985197836606889
玛卡瑞纳,38,2,0.0569313976658127
李红旗,47,14,0.3985197836606889
山口,35,19,0.5408482778252206
私奔,32,4,0.1138627953316254
咿呀,27,5,0.14232849416453175
任素,26,15,0.4269854824935952
刘鑫磊,54,10,0.2846569883290635
坂本龍,38,30,0.8539709649871904
紀子,28,16,0.4554511813265016
纪子,23,11,0.31312268716196984
